PFA_Name,Year,IMD_Score,Police_Count,Crime_Count,Alpha_i,B_i,Beta_i,Sigma_i,Spillover_Force,E_Prime_Monthly_Snapshot
Northamptonshire,2025,49.80767916922867,1463,42052.0,0.004980767916922867,3.7057078419845144,0.12428475410305909,0.06192713856900558,218.0356617260542,-437.1101984276158
Northumbria,2021,64.01796301740093,3486,110195.0,0.006401796301740093,68.82067123489348,0.17567069918592992,0.09835828127569135,223.06700321476887,-1607.742245148267
Northumbria,2022,64.01796301740093,3622,101440.0,0.006401796301740093,68.82067123489348,0.17567069918592992,0.09835828127569135,208.82680591231002,-1754.352178186958
Northumbria,2023,64.01796301740093,3796,103876.0,0.006401796301740093,68.82067123489348,0.17567069918592992,0.09835828127569135,192.61320460730488,-1739.3427189336398
Northumbria,2024,64.01796301740093,3830,92633.0,0.006401796301740093,68.82067123489348,0.17567069918592992,0.09835828127569135,185.79921267605636,887.0973108068367
Northumbria,2025,64.01796301740093,3837,85510.0,0.006401796301740093,68.82067123489348,0.17567069918592992,0.09835828127569135,191.06617237208565,-922.1219197399432
Nottinghamshire,2021,53.07263995786478,2222,74780.0,0.005307263995786478,183.80168162047624,0.12352638886844923,0.09955960504763975,349.6498342154014,134.49027104173058
Nottinghamshire,2022,53.07263995786478,2361,59397.0,0.005307263995786478,183.80168162047624,0.12352638886844923,0.09955960504763975,337.9283625299295,140.76221545949173
Nottinghamshire,2023,53.07263995786478,2387,66989.0,0.005307263995786478,183.80168162047624,0.12352638886844923,0.09955960504763975,330.8174525224394,513.189341995165
Nottinghamshire,2024,53.07263995786478,2401,62550.0,0.005307263995786478,183.80168162047624,0.12352638886844923,0.09955960504763975,324.62955092834727,-196.84450090140865
Nottinghamshire,2025,53.07263995786478,2380,59583.0,0.005307263995786478,183.80168162047624,0.12352638886844923,0.09955960504763975,325.37166353435146,178.69278229759624
South Wales,2021,52.20054179830648,3151,83597.0,0.005220054179830649,2.0599568756192195,0.23670725160698333,0.1089182367122207,168.91312317805006,-541.8915638780104
South Wales,2022,52.20054179830648,3361,65760.0,0.005220054179830649,2.0599568756192195,0.23670725160698333,0.1089182367122207,170.17115623538922,-725.8238461865333
South Wales,2023,52.20054179830648,3499,69639.0,0.005220054179830649,2.0599568756192195,0.23670725160698333,0.1089182367122207,165.37392644412486,-2030.825401561735
South Wales,2024,52.20054179830648,3529,65817.0,0.005220054179830649,2.0599568756192195,0.23670725160698333,0.1089182367122207,149.38229046421367,-1294.6304845864072
South Wales,2025,52.20054179830648,3496,66292.0,0.005220054179830649,2.0599568756192195,0.23670725160698333,0.1089182367122207,132.70943741383456,27.60089737463477
South Yorkshire,2021,67.056185956853,2825,86532.0,0.0067056185956853006,29.41417387190912,0.12226587291780945,0.015613475774641972,480.9131123496196,126.2691314117157
South Yorkshire,2022,67.056185956853,2949,87317.0,0.0067056185956853006,29.41417387190912,0.12226587291780945,0.015613475774641972,444.12887693661366,108.09367855887582
South Yorkshire,2023,67.056185956853,2993,85915.0,0.0067056185956853006,29.41417387190912,0.12226587291780945,0.015613475774641972,444.0917448418644,49.5005925110336
South Yorkshire,2024,67.056185956853,3027,83722.0,0.0067056185956853006,29.41417387190912,0.12226587291780945,0.015613475774641972,414.9509271664224,77.27322766076328
South Yorkshire,2025,67.056185956853,3040,85661.0,0.0067056185956853006,29.41417387190912,0.12226587291780945,0.015613475774641972,412.02054005837886,6.552353585874556
Staffordshire,2021,50.06831967597653,1779,59530.0,0.005006831967597654,45.61086541762742,0.09500580659808278,0.07129180540928623,470.25058070408915,1106.8705688413822
Staffordshire,2022,50.06831967597653,1895,64836.0,0.005006831967597654,45.61086541762742,0.09500580659808278,0.07129180540928623,422.2787188872416,448.6055800827385
Staffordshire,2023,50.06831967597653,1985,58027.0,0.005006831967597654,45.61086541762742,0.09500580659808278,0.07129180540928623,391.55453927751967,271.15379486911013
Staffordshire,2024,50.06831967597653,2001,53436.0,0.005006831967597654,45.61086541762742,0.09500580659808278,0.07129180540928623,370.36068283179344,634.1230005205393
Staffordshire,2025,50.06831967597653,1998,56884.0,0.005006831967597654,45.61086541762742,0.09500580659808278,0.07129180540928623,364.7072539837403,620.97588406179
Suffolk,2021,51.6708943367096,1318,32993.0,0.00516708943367096,36.05753701832259,0.15378653276545146,0.14341576353873253,344.03469893244153,-789.9843064916245
Suffolk,2022,51.6708943367096,1360,34240.0,0.00516708943367096,36.05753701832259,0.15378653276545146,0.14341576353873253,312.1755030106277,1137.497018516674
Suffolk,2023,51.6708943367096,1393,29769.0,0.00516708943367096,36.05753701832259,0.15378653276545146,0.14341576353873253,271.6055085334879,184.15013094995575
Suffolk,2024,51.6708943367096,1400,25372.0,0.00516708943367096,36.05753701832259,0.15378653276545146,0.14341576353873253,260.686823987939,-366.3752752662696
